personId1,personId2,sinceYear,strength
279,1204,2021,strong
917,966,2016,strong
309,329,2022,weak
457,1210,2010,normal
1205,1369,2020,normal
179,973,2020,normal
674,686,2019,weak
235,1282,2025,normal
818,1374,2017,normal
546,915,2016,normal
525,563,2016,weak
843,909,2022,strong
461,578,2021,weak
1004,1500,2024,weak
138,568,2018,normal
322,914,2018,strong
2,1461,2025,strong
91,227,2013,weak
187,689,2015,normal
354,866,2020,weak
440,640,2019,strong
352,527,2017,normal
463,1038,2015,weak
38,108,2011,strong
559,1500,2013,weak
1007,1367,2021,strong
1012,1216,2026,normal
396,984,2017,normal
119,181,2011,weak
362,1336,2025,weak
320,1110,2026,strong
120,756,2021,weak
617,808,2026,strong
199,820,2025,weak
740,878,2023,strong
298,533,2018,weak
1232,1377,2012,weak
196,522,2025,normal
1130,1329,2022,normal
261,651,2014,normal
987,1280,2017,normal
978,1460,2022,strong
585,977,2014,normal
208,761,2022,weak
956,1149,2010,normal
39,952,2017,weak
372,869,2010,normal
1048,1152,2019,normal
449,823,2019,weak
177,364,2020,weak
1130,1450,2020,weak
156,1473,2020,strong
225,297,2018,strong
521,1113,2010,normal
309,705,2011,weak
37,1000,2020,normal
121,1408,2015,normal
410,1245,2010,normal
1387,1493,2012,weak
456,1361,2021,weak
509,995,2011,strong
121,361,2013,normal
1030,1111,2013,strong
416,659,2021,weak
161,783,2024,weak
534,1294,2013,normal
1365,1451,2025,strong
386,1130,2018,weak
138,1065,2026,normal
333,1240,2025,strong
519,1430,2024,normal
630,709,2016,weak
1330,1349,2013,normal
392,1066,2019,normal
730,832,2012,normal
212,1135,2019,weak
55,1151,2017,strong
757,1423,2026,weak
237,899,2026,strong
1119,1287,2017,normal
852,1468,2024,weak
1104,1423,2011,strong
364,566,2024,normal
428,1490,2013,strong
796,1428,2023,strong
753,792,2014,strong
252,510,2025,strong
1277,1472,2021,normal
872,1423,2013,strong
600,964,2024,weak
414,545,2016,weak
919,946,2024,normal
723,1071,2021,normal
420,1033,2023,strong
781,1241,2013,normal
1080,1308,2020,strong
111,1446,2018,weak
35,633,2016,weak
711,916,2011,strong
513,1197,2016,weak
15,166,2015,weak
1166,1496,2023,normal
203,1156,2022,weak
1190,1301,2010,normal
349,456,2023,normal
426,905,2015,strong
11,397,2026,weak
136,577,2023,weak
1029,1383,2019,strong
1040,1478,2012,strong
152,521,2010,weak
429,1095,2026,strong
372,561,2015,strong
998,1252,2022,weak
877,962,2026,strong
15,1226,2010,weak
44,466,2023,normal
238,746,2014,strong
30,531,2011,weak
609,1147,2012,normal
184,217,2013,strong
644,1104,2015,weak
239,826,2023,normal
662,929,2026,weak
1190,1314,2024,normal
1000,1153,2015,strong
394,1343,2015,normal
1123,1489,2024,strong
218,1117,2016,normal
1183,1274,2017,normal
529,750,2026,weak
738,860,2014,weak
239,1176,2010,normal
767,1332,2017,weak
794,1206,2020,weak
274,1399,2023,weak
645,817,2011,weak
156,360,2012,strong
455,693,2013,weak
919,1322,2017,weak
55,722,2025,weak
528,1171,2026,strong
91,416,2011,weak
940,1381,2014,weak
90,945,2012,weak
736,827,2018,strong
254,824,2016,strong
336,1122,2023,normal
205,639,2014,weak
50,765,2011,weak
12,244,2011,normal
41,945,2018,normal
108,477,2015,weak
1050,1108,2021,strong
842,1344,2011,weak
947,1397,2012,weak
157,1241,2024,weak
732,1472,2020,strong
307,542,2010,strong
485,814,2021,strong
213,355,2013,weak
965,1451,2012,normal
192,1235,2010,strong
190,371,2019,weak
374,717,2015,weak
102,258,2020,weak
370,1012,2012,weak
655,1410,2015,strong
197,266,2024,normal
628,718,2011,strong
280,1469,2015,normal
528,1305,2024,weak
228,1013,2016,strong
211,1369,2011,strong
837,1242,2025,weak
785,823,2010,normal
482,556,2013,normal
690,1488,2017,normal
213,368,2013,strong
435,1198,2012,weak
35,1493,2018,normal
1105,1178,2013,normal
329,1482,2013,normal
544,1370,2022,strong
249,1193,2026,weak
1061,1108,2025,normal
111,1259,2023,weak
23,1146,2011,strong
625,1480,2021,strong
754,1365,2017,normal
26,626,2017,normal
432,1085,2012,weak
86,677,2024,normal
209,1013,2017,normal
773,826,2015,normal
33,558,2025,strong
103,1260,2011,normal
268,1327,2015,weak
467,490,2016,strong
40,682,2019,normal
1175,1250,2020,weak
192,1490,2012,normal
603,795,2016,normal
32,683,2023,weak
390,916,2022,normal
524,916,2011,strong
788,1191,2021,strong
504,1203,2020,strong
8,1265,2012,weak
144,860,2021,normal
113,1318,2024,normal
465,686,2012,normal
224,331,2010,normal
272,1311,2024,normal
695,1148,2025,normal
175,1149,2023,weak
395,1381,2024,weak
4,1496,2011,strong
706,785,2022,weak
515,1217,2011,normal
155,911,2015,weak
1129,1376,2017,weak
81,696,2025,weak
215,632,2021,weak
500,801,2022,strong
51,709,2014,strong
30,586,2012,normal
769,1191,2024,strong
237,1101,2010,weak
56,760,2024,strong
682,1451,2022,weak
704,981,2023,strong
1232,1366,2010,weak
363,688,2026,normal
1204,1267,2017,normal
66,401,2024,normal
238,922,2020,weak
632,812,2024,normal
636,931,2026,weak
1,420,2018,normal
589,1381,2019,weak
556,1204,2018,normal
1098,1258,2023,strong
257,1285,2015,normal
117,753,2022,weak
7,881,2023,weak
134,922,2021,weak
180,809,2026,weak
190,1002,2017,strong
704,1452,2017,weak
284,637,2018,strong
523,882,2019,weak
404,1456,2020,normal
1276,1385,2015,strong
44,884,2015,normal
389,1333,2024,normal
365,710,2024,weak
530,1043,2016,normal
958,1224,2023,weak
74,1177,2022,weak
253,1408,2011,weak
58,186,2016,weak
302,546,2013,weak
484,523,2025,strong
491,1465,2024,weak
324,1059,2025,strong
95,1236,2024,strong
291,882,2026,strong
1021,1401,2015,strong
307,597,2017,weak
842,1170,2011,normal
179,1351,2025,weak
164,962,2020,strong
447,1287,2019,weak
326,1226,2011,strong
661,721,2010,normal
523,1245,2015,strong
273,316,2020,weak
192,1411,2018,normal
127,787,2022,strong
30,1083,2022,weak
1069,1455,2020,weak
269,1365,2023,strong
935,1226,2010,weak
948,1165,2021,strong
1261,1396,2021,strong
640,783,2015,strong
452,1486,2026,strong
782,1361,2024,weak
422,826,2024,strong
680,1350,2018,weak
578,1073,2024,strong
603,837,2010,normal
1311,1338,2013,strong
640,904,2010,weak
934,1122,2018,weak
13,254,2023,strong
109,716,2013,normal
534,1417,2024,weak
234,1421,2016,normal
657,1487,2024,weak
994,1109,2011,strong
342,429,2010,normal
218,622,2017,weak
116,382,2011,weak
888,1127,2015,normal
660,711,2013,strong
868,889,2023,normal
118,162,2024,weak
647,1186,2018,strong
688,958,2021,strong
89,858,2020,weak
863,1484,2015,weak
575,788,2012,weak
690,738,2024,strong
225,904,2019,strong
95,794,2018,normal
1395,1466,2013,normal
545,1030,2022,normal
359,611,2011,weak
363,730,2025,weak
43,1277,2020,strong
46,565,2010,weak
1154,1259,2025,normal
145,278,2026,weak
293,930,2026,weak
1029,1493,2023,strong
53,689,2014,weak
127,1392,2012,weak
113,1494,2011,weak
180,501,2013,normal
677,1307,2014,normal
298,456,2015,weak
410,697,2025,strong
289,407,2023,strong
698,1366,2025,strong
113,447,2021,strong
173,461,2025,normal
104,627,2024,weak
749,1331,2026,normal
57,286,2024,weak
217,275,2021,weak
853,1388,2010,normal
562,687,2024,weak
414,560,2023,normal
346,1328,2026,normal
495,633,2018,strong
539,676,2014,strong
1008,1383,2016,weak
669,934,2021,weak
294,993,2013,weak
1028,1217,2012,normal
472,1036,2026,weak
530,977,2012,weak
484,1275,2020,normal
36,590,2012,strong
679,1450,2011,strong
159,697,2016,strong
1058,1217,2023,normal
142,464,2013,normal
875,1281,2023,normal
130,1164,2026,strong
106,541,2012,strong
303,1055,2026,weak
630,1221,2024,normal
339,483,2010,normal
438,462,2012,strong
560,1391,2024,weak
357,1291,2014,normal
799,1407,2020,strong
664,1219,2011,normal
736,829,2021,strong
653,1289,2018,strong
174,308,2016,strong
509,1052,2013,strong
1130,1399,2025,strong
752,1453,2015,normal
805,1050,2018,weak
307,544,2016,normal
40,429,2018,normal
1007,1450,2016,normal
274,367,2011,weak
301,470,2026,strong
745,1184,2020,strong
733,1066,2020,strong
1058,1351,2012,weak
1319,1392,2026,normal
823,1225,2024,weak
96,1125,2025,normal
220,1420,2023,normal
195,838,2017,normal
250,1299,2025,strong
795,833,2010,weak
165,437,2026,weak
139,1202,2023,strong
431,556,2016,weak
128,784,2011,weak
288,773,2024,strong
941,1072,2016,strong
416,1187,2022,normal
213,370,2019,weak
125,486,2024,weak
658,720,2013,weak
295,668,2014,normal
396,491,2015,strong
645,1424,2024,strong
763,1416,2014,weak
648,1200,2018,strong
12,730,2024,normal
248,448,2012,strong
717,1421,2017,normal
202,746,2025,normal
727,833,2022,weak
429,910,2013,weak
97,171,2013,weak
1177,1298,2023,weak
370,1498,2018,normal
571,1488,2016,weak
459,789,2013,normal
114,983,2025,weak
106,341,2014,normal
947,957,2020,weak
971,1314,2015,normal
349,742,2013,strong
1299,1301,2010,normal
139,639,2026,normal
1367,1435,2023,normal
140,1278,2023,normal
638,737,2023,normal
1223,1427,2018,weak
1061,1365,2019,weak
85,524,2012,strong
400,801,2011,weak
474,750,2024,normal
226,685,2024,weak
1274,1365,2023,normal
589,1262,2021,normal
385,937,2025,weak
789,798,2015,weak
882,989,2015,normal
365,470,2024,normal
212,871,2019,weak
504,521,2020,normal
261,763,2025,strong
247,865,2014,weak
761,820,2017,weak
403,1112,2012,weak
492,632,2022,strong
526,1448,2017,strong
466,1168,2011,weak
760,1386,2026,weak
149,1461,2024,normal
524,584,2025,strong
483,583,2015,weak
73,419,2010,normal
369,1235,2012,strong
410,1236,2012,weak
401,1453,2021,weak
533,1343,2017,weak
1042,1449,2023,normal
627,978,2026,strong
847,981,2019,strong
1072,1328,2019,strong
58,1464,2014,normal
483,933,2016,normal
194,830,2025,normal
428,768,2018,normal
686,1292,2025,weak
293,543,2015,normal
690,1182,2020,normal
473,1413,2013,strong
830,933,2020,normal
52,602,2018,strong
172,1192,2023,strong
989,1451,2018,normal
824,1118,2015,normal
166,889,2022,weak
983,1111,2018,weak
97,1018,2015,strong
35,140,2012,normal
358,1059,2025,weak
413,766,2025,weak
167,710,2022,strong
69,138,2019,normal
102,1483,2019,weak
601,938,2016,strong
343,414,2022,weak
1143,1221,2015,normal
196,1118,2025,weak
158,597,2010,normal
46,1359,2015,strong
350,538,2021,normal
338,1238,2018,normal
16,1187,2013,weak
387,834,2011,weak
70,1423,2024,weak
137,430,2012,normal
730,944,2011,strong
110,970,2011,normal
1059,1119,2015,normal
522,1180,2014,weak
696,1067,2025,strong
195,785,2024,normal
327,675,2025,normal
27,154,2016,weak
400,1419,2017,strong
371,489,2013,strong
518,1182,2025,strong
380,952,2020,strong
160,1437,2011,normal
682,1024,2026,strong
632,1432,2019,weak
354,670,2019,strong
15,1204,2015,normal
32,619,2023,normal
109,839,2013,weak
799,1020,2026,strong
582,1022,2010,weak
34,436,2018,normal
1105,1248,2024,weak
1039,1419,2010,normal
307,1204,2013,normal
238,616,2016,strong
325,1258,2018,normal
599,1497,2017,strong
29,1381,2012,weak
66,216,2022,weak
48,347,2025,weak
531,1255,2024,weak
359,734,2012,strong
1422,1426,2021,weak
548,633,2014,weak
386,571,2022,weak
561,1097,2022,weak
371,973,2019,weak
632,748,2020,normal
444,697,2022,normal
824,918,2026,normal
884,969,2010,weak
994,1366,2025,normal
120,573,2015,normal
273,815,2011,strong
383,1212,2010,weak
677,1430,2024,normal
410,820,2021,weak
167,1099,2019,strong
710,789,2017,normal
1295,1479,2024,strong
305,511,2013,normal
692,920,2012,weak
1072,1141,2025,normal
125,1038,2010,weak
185,823,2021,weak
911,1489,2016,strong
195,1282,2025,strong
66,1397,2014,strong
119,240,2017,strong
514,1264,2015,strong
866,1157,2013,weak
12,1282,2017,strong
414,1033,2013,strong
232,1056,2012,strong
741,1162,2025,normal
111,766,2011,weak
1148,1257,2025,normal
1213,1386,2017,weak
313,1395,2022,weak
330,810,2018,weak
354,1167,2015,weak
1169,1316,2025,normal
257,1234,2011,strong
783,1280,2016,normal
276,466,2022,normal
624,883,2014,strong
932,999,2018,normal
407,885,2014,normal
71,936,2025,weak
626,929,2014,weak
394,1360,2023,normal
165,305,2025,weak
153,1005,2026,weak
65,138,2017,weak
947,1280,2019,strong
778,1471,2017,weak
740,950,2022,weak
561,1473,2016,weak
456,1191,2014,weak
182,888,2024,normal
1097,1453,2022,weak
477,1479,2025,strong
995,1176,2021,strong
95,1185,2016,normal
1076,1286,2018,strong
165,1365,2012,normal
550,947,2017,weak
847,1170,2026,strong
693,703,2012,strong
106,906,2026,weak
95,259,2014,normal
862,889,2014,normal
289,1256,2013,weak
201,1180,2023,weak
433,483,2021,strong
357,1427,2025,normal
221,1243,2015,weak
123,442,2026,strong
721,1071,2026,weak
325,1071,2014,weak
793,1176,2017,strong
526,832,2025,normal
240,1377,2011,weak
386,1431,2015,strong
64,1151,2017,normal
900,1423,2024,normal
1,1216,2021,weak
161,976,2018,normal
310,510,2020,normal
932,1496,2019,normal
1,169,2018,strong
985,1359,2019,weak
551,838,2024,weak
331,340,2025,weak
594,1208,2023,strong
205,1140,2016,weak
713,792,2017,weak
864,1190,2018,strong
630,1023,2016,weak
492,1318,2025,strong
196,273,2021,normal
1204,1258,2024,strong
612,1383,2017,normal
325,1326,2020,weak
250,630,2017,strong
361,1104,2016,weak
464,559,2013,normal
235,470,2020,weak
38,1390,2013,weak
561,1394,2023,normal
12,169,2021,normal
456,1112,2022,normal
621,1445,2021,normal
318,1444,2011,normal
426,977,2025,weak
990,1019,2025,weak
288,1272,2021,strong
379,636,2012,strong
380,1275,2017,weak
287,1047,2017,weak
259,1214,2021,normal
307,467,2015,strong
873,1144,2021,normal
271,1224,2010,weak
103,822,2016,normal
856,1096,2019,weak
350,1453,2011,strong
395,472,2017,strong
1236,1317,2018,weak
97,778,2012,weak
536,825,2024,weak
506,653,2014,weak
645,997,2014,weak
230,755,2011,weak
583,1287,2024,weak
380,470,2015,weak
164,1074,2023,weak
506,545,2022,strong
400,1058,2022,strong
919,1394,2023,normal
223,607,2017,weak
1022,1226,2025,weak
244,666,2023,normal
340,1128,2023,weak
1134,1403,2026,normal
839,1226,2020,normal
393,1405,2013,strong
522,1061,2015,strong
737,949,2020,strong
263,1295,2012,weak
172,1436,2010,weak
20,1308,2026,normal
1231,1457,2016,strong
703,1072,2016,normal
54,663,2010,strong
1057,1341,2017,weak
358,1303,2024,normal
215,1254,2016,weak
102,559,2022,strong
1210,1290,2019,strong
659,1416,2022,weak
1066,1245,2014,weak
651,774,2012,weak
391,1372,2010,normal
334,838,2020,weak
108,1020,2016,weak
187,1313,2017,strong
1086,1116,2022,strong
644,734,2012,weak
1330,1476,2022,normal
612,1196,2019,strong
44,217,2013,weak
183,790,2020,weak
320,795,2022,normal
242,1370,2018,normal
200,1144,2020,strong
162,623,2014,weak
18,1332,2023,normal
307,1206,2025,strong
4,1434,2014,normal
961,1178,2010,weak
256,1160,2026,weak
400,616,2010,normal
266,801,2024,weak
409,557,2016,weak
927,1486,2015,normal
414,672,2011,strong
529,622,2010,strong
820,1094,2026,strong
181,1107,2019,strong
781,1368,2016,strong
344,347,2012,weak
1383,1436,2018,strong
316,514,2024,weak
1193,1312,2013,weak
274,1271,2021,weak
744,1220,2026,strong
48,699,2017,weak
755,1086,2015,strong
542,978,2010,normal
235,1464,2018,weak
44,701,2026,weak
546,1097,2017,strong
706,1086,2023,weak
186,525,2023,weak
406,528,2012,weak
184,223,2025,weak
686,1336,2016,strong
483,519,2015,weak
42,1271,2014,strong
169,1231,2013,weak
948,969,2013,normal
5,76,2013,weak
1079,1159,2023,weak
248,1002,2025,strong
602,1271,2019,strong
835,1213,2025,strong
12,1405,2010,normal
681,746,2014,strong
554,1459,2011,strong
340,712,2024,strong
1043,1098,2024,strong
1287,1458,2022,normal
60,1072,2017,weak
178,1293,2011,weak
118,1013,2019,normal
1366,1495,2016,weak
282,892,2018,weak
290,487,2014,weak
754,1116,2022,normal
1032,1326,2017,weak
581,636,2025,weak
484,703,2018,normal
52,780,2015,strong
199,1473,2021,weak
28,1362,2025,normal
928,1124,2014,weak
136,141,2017,weak
504,1062,2024,normal
853,950,2011,strong
176,708,2018,normal
1138,1348,2018,strong
190,377,2017,weak
1122,1340,2025,strong
291,954,2019,strong
1256,1340,2016,normal
141,1424,2010,weak
332,726,2022,weak
92,1010,2023,strong
343,592,2026,normal
250,364,2022,weak
312,1242,2010,normal
67,657,2016,normal
118,1376,2015,weak
672,767,2020,normal
402,906,2021,strong
470,552,2018,strong
728,1076,2017,normal
74,552,2016,strong
543,1296,2013,normal
526,834,2011,weak
401,1068,2016,strong
409,1188,2013,weak
450,1189,2014,strong
813,1012,2020,normal
81,568,2026,weak
34,493,2015,strong
605,1248,2016,weak
880,1187,2020,strong
742,1253,2023,weak
437,617,2016,normal
1047,1300,2014,strong
679,904,2014,weak
706,1007,2019,weak
835,892,2014,normal
1418,1472,2019,weak
1239,1241,2010,weak
1029,1431,2018,strong
1013,1423,2018,weak
894,1243,2016,weak
328,566,2021,normal
302,1331,2022,normal
57,1500,2024,normal
644,802,2023,weak
451,673,2022,weak
1323,1356,2014,normal
340,1330,2013,normal
64,1395,2018,weak
166,396,2019,weak
737,1151,2013,weak
693,1310,2019,weak
170,1040,2026,strong
546,1031,2016,strong
152,1400,2010,weak
650,859,2013,normal
306,1049,2023,normal
719,1218,2022,normal
820,1270,2026,weak
529,569,2014,normal
245,810,2025,normal
240,466,2021,weak
140,1282,2013,normal
336,928,2023,strong
144,879,2023,weak
644,1165,2014,normal
284,859,2025,strong
696,803,2022,strong
1336,1429,2020,strong
214,534,2024,normal
293,1352,2023,normal
141,1224,2023,strong
43,423,2015,normal
208,756,2021,strong
120,872,2011,weak
1371,1386,2015,normal
534,1155,2024,strong
966,1337,2019,normal
951,1214,2018,strong
440,998,2015,normal
882,1343,2019,normal
338,1216,2024,normal
290,1468,2017,normal
402,477,2019,normal
618,1270,2015,weak
1091,1453,2011,weak
805,1096,2016,normal
492,636,2022,strong
538,752,2017,normal
464,574,2015,strong
479,1111,2026,weak
503,1468,2017,normal
8,708,2014,strong
1271,1276,2018,weak
847,1214,2011,normal
406,717,2023,strong
391,1119,2021,weak
306,486,2020,weak
544,1068,2012,strong
483,1058,2025,strong
739,755,2011,normal
54,423,2025,weak
1203,1384,2022,normal
614,760,2024,strong
541,1413,2016,weak
291,1009,2011,weak
220,311,2011,weak
60,93,2011,normal
612,835,2016,weak
642,943,2011,normal
802,932,2024,strong
1129,1290,2010,strong
174,609,2010,strong
427,1018,2012,weak
449,1302,2012,normal
301,421,2016,weak
330,1122,2017,strong
869,1107,2019,weak
487,776,2020,normal
978,1013,2020,weak
463,604,2023,weak
839,1349,2025,weak
278,558,2013,weak
816,1136,2022,weak
253,730,2012,strong
1330,1357,2021,normal
717,1359,2018,strong
175,1076,2011,normal
837,1195,2022,normal
950,1072,2022,normal
282,384,2023,weak
8,1313,2011,strong
149,794,2023,normal
1372,1475,2012,normal
346,1308,2021,weak
1034,1187,2014,normal
982,997,2020,normal
772,1416,2025,weak
414,1479,2025,weak
1029,1486,2018,weak
664,836,2012,normal
81,515,2013,normal
58,797,2014,weak
168,1157,2024,normal
620,1439,2026,normal
296,561,2011,weak
1455,1486,2010,strong
205,379,2026,normal
244,1044,2018,normal
235,1453,2011,normal
228,282,2016,normal
145,513,2025,normal
571,621,2017,strong
161,228,2016,strong
938,1317,2013,weak
649,1214,2016,normal
487,1152,2019,strong
519,1104,2016,strong
535,1314,2016,normal
6,475,2011,normal
432,812,2014,weak
137,1160,2016,normal
1176,1495,2023,weak
135,1235,2014,strong
644,1341,2011,strong
303,1048,2025,weak
124,817,2024,weak
770,928,2025,weak
472,1271,2022,normal
68,1181,2011,weak
16,991,2012,normal
100,1399,2024,normal
862,1456,2010,normal
617,871,2010,normal
183,1289,2022,strong
214,602,2023,weak
902,976,2011,normal
375,1230,2020,strong
851,1159,2017,strong
557,712,2012,strong
451,1454,2018,strong
399,769,2016,normal
237,478,2018,strong
128,1474,2012,strong
869,920,2022,weak
310,1185,2021,strong
404,820,2011,weak
1278,1384,2024,strong
142,820,2014,normal
92,999,2015,weak
1145,1232,2020,normal
449,1007,2020,normal
435,1072,2019,weak
935,1395,2018,strong
663,936,2021,strong
1083,1293,2011,strong
736,1185,2011,normal
273,1195,2022,weak
211,317,2017,normal
839,1054,2017,normal
555,1295,2010,strong
75,658,2012,strong
179,715,2022,weak
602,818,2023,strong
153,1480,2016,weak
258,779,2017,weak
1058,1357,2017,normal
1006,1167,2016,normal
507,1483,2020,weak
711,724,2010,normal
413,1067,2017,weak
144,613,2015,strong
705,946,2022,normal
385,1493,2018,normal
402,908,2021,strong
1393,1468,2013,normal
240,1260,2019,strong
694,1430,2018,normal
147,803,2013,normal
532,1368,2015,strong
619,1027,2026,normal
825,1361,2013,normal
157,444,2013,normal
599,1314,2023,normal
501,1422,2019,strong
40,798,2010,strong
130,957,2025,strong
691,1024,2018,strong
429,1253,2013,normal
816,1433,2010,normal
973,1124,2010,strong
379,614,2013,weak
706,780,2021,normal
587,1317,2011,normal
163,1026,2010,weak
971,1428,2026,strong
451,904,2015,weak
112,162,2018,strong
683,917,2024,weak
221,563,2019,normal
1076,1077,2011,normal
272,1319,2025,normal
509,966,2022,normal
1130,1313,2011,weak
1309,1315,2010,weak
54,1325,2013,strong
324,920,2024,strong
986,1076,2024,strong
196,1445,2023,normal
526,1320,2024,weak
194,581,2019,strong
1068,1374,2023,strong
1109,1375,2010,weak
897,1492,2022,normal
448,1400,2022,weak
919,1251,2014,normal
358,689,2023,normal
850,1151,2014,normal
781,1317,2023,strong
110,358,2021,weak
472,1205,2014,normal
145,810,2012,normal
805,856,2014,strong
648,872,2010,weak
1403,1485,2022,weak
778,1167,2018,weak
148,1000,2014,strong
745,990,2019,normal
344,646,2019,normal
574,1108,2025,strong
1178,1488,2021,weak
464,684,2016,normal
162,1285,2026,weak
597,1213,2018,strong
148,1121,2010,strong
265,474,2018,normal
51,1188,2022,weak
195,415,2020,strong
766,1170,2011,weak
626,867,2014,normal
97,1011,2014,strong
334,466,2012,normal
1340,1378,2013,normal
438,523,2013,weak
176,294,2014,weak
921,1165,2015,strong
38,818,2011,normal
1275,1397,2026,strong
590,1294,2026,normal
115,772,2012,strong
925,1284,2016,normal
738,1165,2015,normal
158,361,2016,weak
20,131,2017,strong
806,811,2019,strong
118,1191,2018,normal
374,888,2010,normal
114,1486,2026,weak
604,1350,2026,weak
1022,1109,2020,weak
370,1183,2013,strong
912,1466,2017,strong
423,1009,2020,weak
920,953,2014,weak
620,1415,2016,weak
463,714,2012,normal
1203,1278,2015,weak
633,1125,2012,weak
657,1482,2021,normal
559,947,2025,strong
710,1345,2024,strong
256,909,2010,normal
292,603,2026,strong
185,440,2017,weak
37,313,2015,weak
668,1119,2022,strong
888,1122,2011,normal
327,560,2017,strong
103,1081,2020,normal
139,1492,2017,strong
240,1315,2015,strong
1346,1411,2018,normal
1019,1053,2012,weak
1082,1338,2016,strong
138,257,2024,strong
439,1417,2026,strong
1012,1013,2018,weak
57,1315,2012,weak
426,660,2024,normal
1300,1416,2012,normal
112,204,2026,normal
386,443,2023,normal
105,201,2015,normal
1154,1483,2016,weak
904,1308,2010,strong
766,849,2015,weak
769,1120,2013,strong
551,897,2025,weak
907,1498,2023,strong
483,1436,2016,weak
1360,1480,2014,normal
311,1100,2011,weak
1181,1185,2013,normal
474,569,2015,strong
1045,1324,2010,weak
625,738,2023,strong
410,813,2011,normal
509,792,2017,weak
687,798,2026,weak
539,671,2024,normal
669,1158,2011,normal
672,1429,2025,weak
801,1314,2012,strong
875,1263,2010,normal
634,908,2023,normal
23,754,2011,strong
635,1318,2020,normal
316,518,2021,normal
668,677,2017,normal
296,1034,2010,weak
859,1147,2014,normal
965,1314,2025,weak
432,585,2023,weak
891,1099,2024,weak
96,636,2024,normal
149,233,2020,weak
412,1101,2020,normal
1055,1207,2016,strong
1005,1386,2012,strong
585,800,2023,weak
961,1316,2012,strong
248,1114,2023,strong
523,824,2026,weak
244,1409,2018,strong
963,1096,2015,strong
1037,1045,2013,strong
204,290,2021,strong
223,303,2015,strong
618,1098,2017,weak
535,1329,2010,normal
258,526,2018,strong
461,1114,2014,weak
576,1101,2018,normal
432,1056,2024,normal
793,806,2013,normal
36,598,2023,weak
714,927,2013,strong
923,1266,2021,normal
138,996,2011,strong
151,1194,2011,weak
458,1351,2010,strong
167,650,2015,weak
533,707,2025,weak
244,604,2024,strong
221,886,2023,normal
653,1297,2020,normal
1131,1336,2025,weak
718,874,2020,normal
1317,1462,2025,weak
1270,1387,2011,weak
143,148,2018,weak
7,1307,2017,strong
373,610,2023,normal
39,1259,2012,normal
1175,1234,2022,normal
5,1382,2017,strong
779,1005,2025,weak
132,1423,2025,weak
489,943,2021,strong
363,538,2010,normal
247,363,2016,normal
37,1307,2017,weak
983,1414,2015,weak
372,1297,2021,weak
804,954,2011,weak
298,1082,2013,weak
418,1413,2026,weak
567,718,2018,strong
173,1316,2023,weak
233,1367,2016,strong
1131,1470,2012,weak
446,1367,2010,weak
1092,1478,2020,strong
622,1300,2010,normal
322,1008,2024,strong
451,664,2012,weak
473,682,2012,weak
767,900,2011,strong
73,1206,2018,strong
200,264,2020,strong
530,664,2017,strong
475,728,2025,strong
24,38,2021,strong
134,435,2022,weak
521,844,2026,strong
336,798,2019,normal
253,800,2017,normal
896,906,2018,normal
94,218,2013,strong
100,972,2023,normal
631,837,2015,weak
617,673,2011,weak
1274,1468,2016,normal
1054,1199,2017,normal
517,1260,2016,normal
165,808,2021,normal
133,1499,2011,strong
35,927,2012,normal
33,1039,2012,strong
470,1040,2010,strong
785,1317,2024,normal
494,1333,2017,weak
112,285,2023,strong
557,635,2015,normal
20,696,2012,normal
450,509,2019,normal
1391,1477,2018,normal
711,1223,2021,normal
392,689,2021,weak
903,1164,2012,weak
56,999,2011,weak
345,873,2023,normal
529,694,2024,normal
944,1138,2015,normal
803,933,2020,normal
333,984,2012,normal
1009,1267,2026,strong
1160,1436,2012,weak
843,1500,2021,normal
282,938,2014,strong
1030,1326,2013,strong
975,1390,2022,normal
148,1352,2016,strong
946,1103,2025,strong
144,186,2018,normal
580,982,2024,normal
157,1064,2010,weak
754,1054,2020,strong
137,1351,2023,normal
650,1347,2026,normal
142,648,2015,normal
251,820,2015,normal
757,1180,2018,normal
770,1119,2015,strong
131,1132,2016,strong
2,1018,2014,normal
1113,1458,2010,weak
640,780,2016,weak
46,307,2026,strong
8,1183,2012,weak
1018,1342,2015,strong
278,778,2019,weak
866,1473,2024,weak
630,708,2020,weak
346,949,2013,weak
1182,1450,2014,strong
528,660,2017,strong
602,646,2019,weak
1259,1404,2019,strong
565,1481,2014,strong
97,1147,2011,weak
944,1285,2019,weak
327,791,2013,normal
349,550,2025,strong
222,1263,2018,strong
901,1063,2013,strong
1052,1461,2015,strong
156,680,2016,weak
6,1150,2019,strong
832,963,2021,weak
749,1194,2013,weak
320,1017,2023,strong
251,1183,2024,weak
535,713,2015,normal
867,1415,2012,weak
619,1084,2023,strong
930,1471,2017,normal
687,1484,2024,strong
1017,1130,2024,normal
690,735,2023,weak
860,1412,2025,normal
920,1426,2022,normal
483,1196,2016,weak
524,968,2024,weak
675,1366,2013,strong
862,1192,2025,strong
286,1032,2015,weak
734,899,2014,normal
156,922,2010,strong
1052,1474,2011,normal
1029,1490,2026,strong
419,743,2018,normal
157,514,2019,weak
74,745,2025,weak
368,963,2019,normal
454,737,2024,normal
734,1020,2016,strong
200,332,2021,strong
72,1049,2024,weak
754,854,2013,weak
368,1084,2012,weak
1053,1123,2021,normal
351,851,2015,normal
